status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,Column1,Column2,Column3,Column4
68,video,1/25/2018 8:40,362,468,86,305,56,0,0,1,0,,,,
69,video,1/23/2018 9:04,184,130,51,161,23,0,0,0,0,,,,
70,video,1/22/2018 9:37,216,251,34,199,16,0,0,0,1,,,,
71,video,1/22/2018 9:15,57,0,0,56,1,0,0,0,0,,,,
72,video,1/21/2018 9:10,272,258,43,226,44,1,1,0,0,,,,
73,video,1/20/2018 23:10,248,247,34,208,33,3,2,0,2,,,,
74,video,1/20/2018 9:08,132,89,40,110,20,1,0,0,1,,,,
75,video,1/19/2018 9:16,226,341,41,196,30,0,0,0,0,,,,
76,video,1/19/2018 9:06,35,1,0,35,0,0,0,0,0,,,,
77,video,1/18/2018 8:54,219,316,36,170,46,3,0,0,0,,,,
78,video,1/18/2018 5:08,94,1,1,94,0,0,0,0,0,,,,
79,video,1/17/2018 9:29,259,368,50,234,25,0,0,0,0,,,,
80,video,1/16/2018 22:36,62,1,0,62,0,0,0,0,0,,,,
81,video,1/16/2018 22:13,127,76,21,114,13,0,0,0,0,,,,
82,video,1/16/2018 0:53,149,63,15,134,15,0,0,0,0,,,,
83,video,1/13/2018 9:18,134,171,41,116,18,0,0,0,0,,,,
84,video,1/11/2018 9:05,392,461,47,360,32,0,0,0,0,,,,
85,video,1/10/2018 8:57,310,540,41,284,26,0,0,0,0,,,,
86,photo,1/2/2018 23:05,14,3,0,12,2,0,0,0,0,,,,
87,photo,12/26/2017 6:23,293,6,1,275,15,3,0,0,0,,,,
88,photo,12/24/2017 10:28,236,12,0,226,8,1,1,0,0,,,,
89,photo,12/21/2017 8:14,312,10,0,291,18,3,0,0,0,,,,
90,photo,12/10/2017 23:28,24,12,0,24,0,0,0,0,0,,,,
91,link,12/8/2017 2:37,16,9,0,15,1,0,0,0,0,,,,
92,photo,12/7/2017 6:41,33,12,0,32,1,0,0,0,0,,,,
93,photo,12/5/2017 1:25,675,10,0,645,29,1,0,0,0,,,,
94,photo,12/4/2017 8:28,737,18,0,697,31,9,0,0,0,,,,
95,photo,12/3/2017 1:40,572,16,0,554,16,2,0,0,0,,,,
96,photo,11/22/2017 22:14,23,7,0,20,3,0,0,0,0,,,,
97,photo,11/21/2017 1:37,266,25,0,250,11,5,0,0,0,,,,
98,video,11/21/2017 0:22,378,512,30,348,27,2,0,0,1,,,,
99,video,11/18/2017 22:32,421,709,30,373,45,2,0,1,0,,,,
100,video,11/18/2017 1:23,1493,1979,753,1333,139,9,3,8,1,,,,
101,photo,11/16/2017 0:01,76,17,0,76,0,0,0,0,0,,,,
102,photo,11/9/2017 0:32,36,11,0,34,2,0,0,0,0,,,,
103,photo,11/2/2017 21:22,19,8,0,18,0,0,1,0,0,,,,
104,photo,10/30/2017 23:46,27,10,0,27,0,0,0,0,0,,,,
105,photo,10/26/2017 12:02,117,2,53,108,9,0,0,0,0,,,,
106,photo,10/26/2017 11:53,146,1,0,145,1,0,0,0,0,,,,
107,photo,10/25/2017 22:45,166,0,13,151,7,0,0,8,0,,,,
108,photo,10/25/2017 22:29,190,0,31,171,0,0,0,19,0,,,,
109,photo,10/24/2017 3:55,217,16,0,213,4,0,0,0,0,,,,
110,photo,10/24/2017 1:20,458,14,0,451,3,4,0,0,0,,,,
111,photo,10/23/2017 3:52,553,15,0,538,12,3,0,0,0,,,,
112,photo,10/23/2017 3:23,203,18,11,190,7,6,0,0,0,,,,
113,photo,10/22/2017 0:38,1005,25,1,979,16,9,1,0,0,,,,
114,video,10/21/2017 23:43,202,145,23,182,19,0,0,0,1,,,,
115,photo,10/21/2017 3:19,428,14,0,419,4,5,0,0,0,,,,
116,photo,10/20/2017 6:37,479,17,0,462,10,7,0,0,0,,,,
117,video,10/20/2017 3:19,212,116,11,201,10,1,0,0,0,,,,
118,video,10/19/2017 2:44,225,157,17,211,14,0,0,0,0,,,,
119,video,10/18/2017 9:13,171,46,5,156,12,2,1,0,0,,,,
120,video,10/18/2017 2:33,247,120,16,232,14,1,0,0,0,,,,
121,video,10/17/2017 5:37,269,453,39,242,26,1,0,0,0,,,,
122,video,10/17/2017 2:36,258,486,32,235,23,0,0,0,0,,,,
123,photo,10/17/2017 1:47,109,2,1,104,5,0,0,0,0,,,,
124,photo,10/16/2017 22:47,97,5,0,96,0,1,0,0,0,,,,
125,video,10/16/2017 6:37,280,199,25,254,24,2,0,0,0,,,,
126,video,10/16/2017 5:25,325,77,21,293,30,1,1,0,0,,,,
127,photo,10/15/2017 22:58,51,11,0,51,0,0,0,0,0,,,,
128,video,10/15/2017 2:27,280,825,47,243,35,1,1,0,0,,,,
129,video,10/14/2017 10:37,688,0,0,632,34,0,0,22,0,,,,
130,video,10/14/2017 3:35,365,805,46,320,39,1,3,0,2,,,,
131,photo,10/12/2017 21:43,295,5,0,295,0,0,0,0,0,,,,
132,photo,10/11/2017 22:21,27,14,0,26,1,0,0,0,0,,,,
133,photo,10/6/2017 8:04,15,11,0,15,0,0,0,0,0,,,,
134,photo,10/4/2017 23:19,16,12,0,16,0,0,0,0,0,,,,
135,photo,10/1/2017 3:31,29,12,0,29,0,0,0,0,0,,,,
136,video,10/1/2017 1:05,28,6,0,28,0,0,0,0,0,,,,
137,photo,9/28/2017 23:21,8,8,0,8,0,0,0,0,0,,,,
138,photo,9/28/2017 0:12,10,9,0,10,0,0,0,0,0,,,,
139,photo,9/26/2017 22:39,39,8,0,39,0,0,0,0,0,,,,
140,photo,9/25/2017 22:52,49,11,0,47,2,0,0,0,0,,,,
141,video,9/24/2017 1:58,226,449,37,189,25,1,1,10,0,,,,
142,video,9/24/2017 1:52,104,49,13,91,12,0,0,1,0,,,,
143,photo,9/23/2017 3:56,251,17,0,244,7,0,0,0,0,,,,
144,video,9/23/2017 0:09,244,589,48,213,29,1,1,0,0,,,,
145,video,9/22/2017 8:48,252,558,41,204,45,1,1,0,1,,,,
146,video,9/21/2017 8:22,121,15,4,114,4,2,1,0,0,,,,
147,photo,9/21/2017 1:50,321,5,0,307,11,2,1,0,0,,,,
148,photo,9/21/2017 0:26,103,8,3,99,4,0,0,0,0,,,,
149,video,9/20/2017 23:43,136,31,16,122,14,0,0,0,0,,,,
150,video,9/20/2017 21:25,337,247,27,300,35,1,1,0,0,,,,
151,photo,9/20/2017 9:47,648,13,0,627,18,3,0,0,0,,,,
152,video,9/20/2017 0:19,175,157,14,157,18,0,0,0,0,,,,
153,video,9/19/2017 7:39,339,424,36,296,38,1,4,0,0,,,,
154,photo,9/19/2017 6:44,341,3,0,331,8,2,0,0,0,,,,
155,video,9/19/2017 0:40,177,131,27,150,27,0,0,0,0,,,,
156,photo,9/13/2017 3:48,201,0,0,195,4,2,0,0,0,,,,
157,photo,9/12/2017 22:34,43,7,0,41,2,0,0,0,0,,,,
158,photo,9/11/2017 6:14,40,7,0,39,1,0,0,0,0,,,,
159,photo,9/7/2017 22:52,58,14,0,57,1,0,0,0,0,,,,
160,video,9/7/2017 4:21,403,525,42,363,36,1,3,0,0,,,,
161,photo,9/7/2017 2:02,148,4,3,144,4,0,0,0,0,,,,
162,photo,9/6/2017 23:14,150,24,2,144,6,0,0,0,0,,,,
163,photo,9/6/2017 7:33,53,12,0,53,0,0,0,0,0,,,,
164,status,9/6/2017 6:22,144,15,8,140,4,0,0,0,0,,,,
165,video,9/6/2017 3:48,298,491,46,262,34,2,0,0,0,,,,
166,photo,9/6/2017 2:02,171,4,1,166,5,0,0,0,0,,,,
167,photo,9/3/2017 5:39,4410,633,257,4315,73,17,5,0,0,,,,
168,video,8/31/2017 8:50,374,588,46,327,47,0,0,0,0,,,,
169,photo,8/30/2017 8:38,181,20,0,180,1,0,0,0,0,,,,
170,photo,8/27/2017 9:46,267,20,1,249,8,10,0,0,0,,,,
171,photo,8/27/2017 4:54,60,7,0,59,1,0,0,0,0,,,,
172,photo,8/25/2017 7:36,98,23,5,95,2,1,0,0,0,,,,
173,video,8/25/2017 2:29,26,7,0,26,0,0,0,0,0,,,,
174,photo,8/24/2017 2:18,255,18,0,244,11,0,0,0,0,,,,
175,photo,8/23/2017 6:15,174,6,1,167,5,2,0,0,0,,,,
176,photo,8/22/2017 10:59,64,5,1,59,5,0,0,0,0,,,,
177,photo,8/22/2017 10:32,62,3,0,58,4,0,0,0,0,,,,
178,video,8/22/2017 1:40,192,417,40,168,22,1,1,0,0,,,,
179,photo,8/22/2017 0:09,110,18,6,110,0,0,0,0,0,,,,
180,photo,8/22/2017 0:08,119,12,7,117,2,0,0,0,0,,,,
181,photo,8/20/2017 4:41,42,11,0,41,0,1,0,0,0,,,,
182,video,8/19/2017 23:14,234,355,34,178,52,2,0,1,1,,,,
183,photo,8/18/2017 11:35,54,10,0,53,1,0,0,0,0,,,,
184,photo,8/18/2017 11:33,82,8,0,80,1,0,0,1,0,,,,
185,photo,8/18/2017 8:36,18,8,0,18,0,0,0,0,0,,,,
186,photo,8/15/2017 9:58,147,17,7,141,5,1,0,0,0,,,,
187,photo,8/15/2017 9:31,80,8,0,79,1,0,0,0,0,,,,
188,video,8/14/2017 7:41,299,564,42,262,34,1,1,0,1,,,,
189,photo,8/12/2017 2:40,629,11,1,607,18,4,0,0,0,,,,
190,photo,8/11/2017 20:41,69,2,0,67,2,0,0,0,0,,,,
191,video,8/11/2017 0:27,219,110,17,190,26,1,2,0,0,,,,
192,photo,8/10/2017 23:39,30,2,0,27,3,0,0,0,0,,,,
193,photo,8/10/2017 9:17,65,1,0,62,2,1,0,0,0,,,,
194,photo,8/10/2017 3:03,161,7,0,153,8,0,0,0,0,,,,
195,video,8/10/2017 1:24,398,605,30,348,44,3,3,0,0,,,,
196,photo,8/9/2017 5:14,47,7,0,47,0,0,0,0,0,,,,
197,photo,8/9/2017 1:45,182,3,4,177,5,0,0,0,0,,,,
198,video,8/8/2017 22:24,317,158,32,269,47,1,0,0,0,,,,
199,video,8/8/2017 5:13,571,888,107,459,107,1,1,1,2,,,,
200,photo,8/7/2017 9:18,16,10,0,15,1,0,0,0,0,,,,
201,photo,8/6/2017 1:08,30,9,0,30,0,0,0,0,0,,,,
202,photo,8/6/2017 0:36,57,7,0,57,0,0,0,0,0,,,,
203,photo,8/5/2017 1:44,74,6,3,74,0,0,0,0,0,,,,
204,video,8/3/2017 4:50,368,911,50,317,50,1,0,0,0,,,,
205,photo,8/3/2017 4:31,19,3,0,19,0,0,0,0,0,,,,
206,photo,8/2/2017 22:18,176,3,0,175,0,1,0,0,0,,,,
207,photo,8/2/2017 6:02,133,7,0,133,0,0,0,0,0,,,,
208,photo,8/2/2017 2:54,162,6,2,158,3,1,0,0,0,,,,
209,video,8/1/2017 23:33,734,996,73,601,116,11,6,0,0,,,,
210,status,8/1/2017 0:57,42,16,9,41,1,0,0,0,0,,,,
211,status,7/31/2017 9:50,33,6,3,31,2,0,0,0,0,,,,
212,video,7/28/2017 1:10,29,6,1,29,0,0,0,0,0,,,,
213,photo,7/27/2017 22:48,43,6,0,42,1,0,0,0,0,,,,
214,photo,7/27/2017 8:08,14,6,0,13,1,0,0,0,0,,,,
215,video,7/26/2017 9:01,475,574,48,406,63,4,2,0,0,,,,
216,photo,7/25/2017 23:18,50,8,2,49,1,0,0,0,0,,,,
217,photo,7/25/2017 22:46,94,23,6,94,0,0,0,0,0,,,,
218,video,7/22/2017 8:50,303,34,3,291,11,1,0,0,0,,,,
219,photo,7/22/2017 7:08,168,7,1,167,1,0,0,0,0,,,,
220,photo,7/21/2017 23:32,248,14,0,241,7,0,0,0,0,,,,
221,photo,7/21/2017 8:52,422,6,0,410,8,3,1,0,0,,,,
222,photo,7/21/2017 4:20,189,3,0,184,2,0,3,0,0,,,,
223,photo,7/21/2017 2:59,390,17,2,382,5,3,0,0,0,,,,
224,photo,7/20/2017 23:30,618,28,0,597,14,7,0,0,0,,,,
225,photo,7/20/2017 8:59,191,2,2,188,2,1,0,0,0,,,,
226,video,7/18/2017 7:53,321,1381,67,275,44,1,1,0,0,,,,
227,photo,7/16/2017 2:18,364,7,2,347,15,2,0,0,0,,,,
228,photo,7/13/2017 0:11,51,10,0,51,0,0,0,0,0,,,,
229,video,7/12/2017 7:59,282,524,38,247,34,0,1,0,0,,,,
230,photo,7/9/2017 7:26,369,14,1,362,7,0,0,0,0,,,,
231,photo,7/8/2017 8:41,138,16,6,133,4,1,0,0,0,,,,
232,photo,7/5/2017 9:15,96,9,1,93,1,2,0,0,0,,,,
233,photo,7/4/2017 5:55,186,11,0,184,1,1,0,0,0,,,,
234,photo,7/4/2017 1:30,487,15,0,461,14,12,0,0,0,,,,
235,video,7/3/2017 23:23,282,19,4,257,20,3,2,0,0,,,,
236,photo,6/26/2017 4:06,383,8,1,367,13,3,0,0,0,,,,
237,photo,6/25/2017 11:49,216,0,1,211,5,0,0,0,0,,,,
238,photo,6/25/2017 9:47,48,0,0,45,2,1,0,0,0,,,,
239,video,6/25/2017 7:42,885,462,26,659,220,0,2,0,0,,,,
240,photo,6/25/2017 7:02,185,11,1,175,10,0,0,0,0,,,,
241,photo,6/25/2017 4:58,259,1,1,251,7,0,1,0,0,,,,
242,photo,6/25/2017 2:48,299,9,0,291,8,0,0,0,0,,,,
243,photo,6/24/2017 23:41,199,9,1,186,13,0,0,0,0,,,,
244,photo,6/24/2017 4:34,717,40,1,680,30,7,0,0,0,,,,
245,photo,6/22/2017 6:34,155,2,0,150,5,0,0,0,0,,,,
246,photo,6/21/2017 4:15,293,8,0,282,11,0,0,0,0,,,,
247,photo,6/18/2017 11:48,243,6,0,237,5,1,0,0,0,,,,
248,photo,6/13/2017 23:17,264,2,0,256,2,5,0,0,0,,,,
249,photo,6/13/2017 1:31,313,3,0,297,7,6,0,0,0,,,,
250,photo,6/12/2017 9:38,208,1,0,201,7,0,0,0,0,,,,
251,photo,6/12/2017 9:33,216,0,0,209,6,1,0,0,0,,,,
252,photo,6/12/2017 5:08,247,6,0,234,9,1,0,0,0,,,,
253,photo,6/12/2017 1:38,152,1,0,146,5,1,0,0,0,,,,
254,photo,6/11/2017 7:04,387,3,0,368,16,1,0,0,0,,,,
255,photo,6/10/2017 8:19,178,9,0,170,6,0,0,0,0,,,,
256,photo,6/10/2017 6:00,218,4,0,212,5,1,0,0,0,,,,
257,photo,6/10/2017 1:08,270,3,0,256,10,3,0,0,0,,,,
258,photo,6/8/2017 9:26,351,4,1,344,6,0,0,0,0,,,,
259,photo,6/8/2017 5:29,232,0,2,224,8,0,0,0,0,,,,
260,photo,6/8/2017 5:22,252,3,0,244,4,4,0,0,0,,,,
261,photo,6/8/2017 3:27,122,0,0,114,8,0,0,0,0,,,,
262,photo,6/7/2017 7:28,209,4,0,199,9,1,0,0,0,,,,
263,photo,6/7/2017 2:36,305,5,1,295,10,0,0,0,0,,,,
264,photo,6/5/2017 6:43,71,10,2,70,1,0,0,0,0,,,,
265,photo,5/30/2017 1:21,290,12,0,275,13,1,1,0,0,,,,
266,photo,5/21/2017 23:05,67,6,3,66,0,1,0,0,0,,,,
267,photo,5/21/2017 5:53,783,11,0,752,30,1,0,0,0,,,,
268,photo,5/14/2017 3:14,77,2,0,76,1,0,0,0,0,,,,
269,video,5/13/2017 3:21,22,0,0,22,0,0,0,0,0,,,,
270,photo,5/12/2017 4:17,103,0,0,100,2,1,0,0,0,,,,
271,video,5/11/2017 3:55,32,0,2,32,0,0,0,0,0,,,,
272,photo,5/10/2017 22:46,239,5,2,229,8,0,0,2,0,,,,
273,photo,5/10/2017 2:48,111,6,0,110,1,0,0,0,0,,,,
274,video,5/8/2017 9:57,51,0,1,51,0,0,0,0,0,,,,
275,video,5/8/2017 9:42,34,4,0,34,0,0,0,0,0,,,,
276,link,5/5/2017 23:27,15,0,0,15,0,0,0,0,0,,,,
277,video,5/5/2017 5:12,75,0,5,75,0,0,0,0,0,,,,
278,photo,5/4/2017 8:07,177,2,0,173,2,2,0,0,0,,,,
279,photo,5/4/2017 0:29,520,8,0,505,13,2,0,0,0,,,,
280,photo,5/2/2017 10:11,134,2,0,132,2,0,0,0,0,,,,
281,photo,5/2/2017 8:50,228,1,1,220,7,1,0,0,0,,,,
282,video,5/1/2017 0:35,498,254,17,408,77,5,6,1,1,,,,
283,photo,4/29/2017 0:40,166,5,2,159,7,0,0,0,0,,,,
284,video,4/27/2017 3:14,272,265,20,228,44,0,0,0,0,,,,
285,photo,4/27/2017 2:23,127,7,1,125,2,0,0,0,0,,,,
286,photo,4/26/2017 8:35,30,0,0,29,0,1,0,0,0,,,,
287,link,4/26/2017 0:11,33,1,1,33,0,0,0,0,0,,,,
288,photo,4/22/2017 1:20,252,5,0,239,9,4,0,0,0,,,,
289,photo,4/21/2017 9:05,287,0,0,286,0,1,0,0,0,,,,
290,photo,4/20/2017 7:34,264,8,3,257,5,2,0,0,0,,,,
291,photo,4/20/2017 6:12,152,5,1,148,3,1,0,0,0,,,,
292,photo,4/20/2017 6:03,61,5,0,57,3,1,0,0,0,,,,
293,video,4/20/2017 5:58,172,7,7,163,6,2,1,0,0,,,,
294,video,4/20/2017 2:36,616,523,21,459,125,21,8,0,1,,,,
295,photo,4/19/2017 9:17,188,0,0,184,4,0,0,0,0,,,,
296,video,4/19/2017 8:02,593,309,23,484,99,1,4,4,1,,,,
297,photo,4/18/2017 1:33,189,2,0,182,5,2,0,0,0,,,,
298,photo,4/17/2017 1:41,178,5,0,175,3,0,0,0,0,,,,
299,photo,4/14/2017 9:19,318,7,0,313,4,1,0,0,0,,,,
300,photo,4/12/2017 22:27,362,9,0,352,7,3,0,0,0,,,,
301,photo,4/12/2017 0:17,48,6,0,48,0,0,0,0,0,,,,
302,photo,4/12/2017 0:15,248,1,0,244,3,1,0,0,0,,,,
303,photo,4/11/2017 5:11,520,2,0,509,11,0,0,0,0,,,,
304,photo,4/11/2017 1:51,97,8,2,94,3,0,0,0,0,,,,
305,photo,4/9/2017 3:51,400,16,0,392,6,2,0,0,0,,,,
306,photo,4/8/2017 11:38,218,0,0,212,6,0,0,0,0,,,,
307,photo,4/8/2017 9:51,77,13,4,77,0,0,0,0,0,,,,
308,photo,4/8/2017 1:09,204,4,0,198,3,3,0,0,0,,,,
309,photo,4/7/2017 0:08,405,6,0,399,6,0,0,0,0,,,,
310,photo,4/6/2017 8:24,210,0,0,204,6,0,0,0,0,,,,
311,photo,4/5/2017 22:52,214,1,0,208,5,1,0,0,0,,,,
312,photo,4/5/2017 6:51,374,4,0,360,7,7,0,0,0,,,,
313,photo,4/5/2017 6:44,457,3,0,444,10,3,0,0,0,,,,
314,photo,4/5/2017 6:01,215,0,0,205,8,2,0,0,0,,,,
315,video,4/4/2017 20:19,7,5,0,7,0,0,0,0,0,,,,
316,photo,4/3/2017 9:06,38,6,3,38,0,0,0,0,0,,,,
317,photo,4/1/2017 9:13,168,1,0,168,0,0,0,0,0,,,,
318,photo,4/1/2017 8:34,277,0,0,274,2,1,0,0,0,,,,
319,photo,3/31/2017 10:29,196,1,0,190,6,0,0,0,0,,,,
320,photo,3/31/2017 4:04,100,3,0,99,1,0,0,0,0,,,,
321,photo,3/30/2017 10:11,85,4,0,79,4,2,0,0,0,,,,
322,photo,3/29/2017 9:13,34,10,6,34,0,0,0,0,0,,,,
323,photo,3/27/2017 7:30,41,9,0,39,1,1,0,0,0,,,,
324,photo,3/27/2017 7:28,23,5,1,22,1,0,0,0,0,,,,
325,video,3/26/2017 0:47,217,24,5,206,10,1,0,0,0,,,,
326,photo,3/25/2017 1:22,161,9,2,158,3,0,0,0,0,,,,
327,photo,3/24/2017 23:03,279,0,0,276,3,0,0,0,0,,,,
328,photo,3/23/2017 8:13,97,9,3,95,2,0,0,0,0,,,,
329,photo,3/22/2017 21:06,489,3,0,480,6,3,0,0,0,,,,
330,photo,3/22/2017 4:00,245,4,0,242,3,0,0,0,0,,,,
331,photo,3/21/2017 8:48,270,5,0,268,2,0,0,0,0,,,,
332,photo,3/21/2017 5:14,166,11,1,165,1,0,0,0,0,,,,
333,video,3/21/2017 1:20,121,18,3,110,11,0,0,0,0,,,,
334,photo,3/21/2017 0:24,33,9,1,33,0,0,0,0,0,,,,
335,photo,3/21/2017 0:23,72,1,0,72,0,0,0,0,0,,,,
336,photo,3/21/2017 0:13,174,0,0,173,1,0,0,0,0,,,,
337,photo,3/20/2017 23:19,192,0,0,186,3,3,0,0,0,,,,
338,video,3/20/2017 22:50,286,61,5,250,30,5,1,0,0,,,,
339,photo,3/20/2017 21:46,231,0,0,230,0,1,0,0,0,,,,
340,photo,3/20/2017 21:46,138,1,0,135,2,1,0,0,0,,,,
341,photo,3/20/2017 4:56,104,6,1,102,2,0,0,0,0,,,,
342,photo,3/20/2017 4:43,91,10,4,90,0,1,0,0,0,,,,
343,photo,3/19/2017 21:39,682,22,0,657,12,13,0,0,0,,,,
344,video,3/18/2017 9:09,1379,769,69,1131,234,4,4,2,4,,,,
345,photo,3/18/2017 5:10,629,16,1,610,16,2,1,0,0,,,,
346,video,3/15/2017 5:51,58,4,3,58,0,0,0,0,0,,,,
347,photo,3/14/2017 9:10,272,9,0,268,2,2,0,0,0,,,,
348,photo,3/14/2017 0:42,213,2,2,207,6,0,0,0,0,,,,
349,photo,3/13/2017 0:46,225,2,0,220,5,0,0,0,0,,,,
350,photo,3/12/2017 23:45,463,48,2,450,8,4,1,0,0,,,,
351,photo,3/12/2017 2:52,285,7,0,276,8,1,0,0,0,,,,
352,photo,3/12/2017 1:41,526,18,0,512,12,2,0,0,0,,,,
353,photo,3/11/2017 23:26,418,4,0,406,9,3,0,0,0,,,,
354,photo,3/11/2017 8:04,515,10,0,505,9,0,1,0,0,,,,
355,photo,3/11/2017 8:02,377,5,0,365,10,2,0,0,0,,,,
356,photo,3/11/2017 3:13,1186,37,1,1161,19,6,0,0,0,,,,
357,video,3/9/2017 22:56,591,560,49,498,84,3,4,1,1,,,,
358,photo,3/5/2017 10:03,424,8,1,411,13,0,0,0,0,,,,
359,photo,3/4/2017 12:13,119,16,0,105,0,0,0,8,6,,,,
360,photo,3/4/2017 9:33,67,9,0,66,1,0,0,0,0,,,,
361,photo,3/4/2017 9:22,439,10,3,424,15,0,0,0,0,,,,
362,status,3/4/2017 9:22,1043,117,24,984,58,1,0,0,0,,,,
363,photo,3/4/2017 9:17,690,10,0,667,21,2,0,0,0,,,,
364,status,3/2/2017 0:52,84,7,1,84,0,0,0,0,0,,,,
365,photo,3/1/2017 1:27,491,16,0,478,11,2,0,0,0,,,,
366,photo,2/28/2017 2:45,63,1,0,61,0,2,0,0,0,,,,
367,link,2/27/2017 10:53,46,3,1,46,0,0,0,0,0,,,,
